codpanelista2,wave,sex,age,education,hhincome,livingpartner,lrself,voteintentionspain,polintr,femindexa,femindexb,femindexc,femindexd,femindexe,femindexf,femindexg,femindexh,femindexi,authoa,authob,authoc,authod,populisma,populismb,populismc,populismd,populisme,populismf,immigeco,immicult,femstrike,femdemonstrate,feminfo,femtalk,constpref,vote2016
782,2018,2,41,10,9,1,5,4,2,3,6,5,3,3,5,5,3,3,2,2,2,1,6,6,5,4,6,7,8,2,2,2,2,1,4,4
782,2019,2,42,10,9,1,4,1,2,1,7,1,3,3,6,7,3,3,2,2,1,1,6,6,6,3,5,7,5,5,2,2,2,1,3,NA
782,2020,2,43,10,9,1,5,1,2,3,6,1,2,3,5,5,3,3,1,2,2,1,5,6,6,5,5,7,7,5,2,2,2,1,2,NA
784,2017,2,27,6,99,NA,3,3,3,1,6,1,2,2,7,5,5,1,1,1,2,1,7,2,4,5,5,7,5,4,NA,NA,NA,NA,5,3
784,2018,2,28,6,99,0,2,3,3,1,7,1,1,2,7,7,1,1,2,1,2,1,7,4,6,5,5,7,8,7,1,1,1,1,1,3
784,2019,2,29,8,99,0,1,3,3,1,6,1,1,2,7,7,4,1,1,1,2,1,7,2,4,4,7,6,9,2,1,2,1,1,3,NA
784,2020,2,30,8,7,0,1,3,3,2,3,2,2,3,6,7,4,3,2,1,2,1,5,1,4,4,5,6,8,1,2,1,2,1,3,NA
785,2017,2,45,11,7,NA,5,50,4,2,6,4,2,2,4,4,4,4,2,1,2,1,7,4,4,5,4,7,3,10,NA,NA,NA,NA,3,50
785,2018,2,46,11,7,0,5,50,3,1,6,2,1,1,6,5,2,1,2,1,2,1,7,5,5,5,6,7,7,1,2,2,2,2,2,50
785,2019,2,47,11,7,0,5,51,3,1,6,3,2,1,5,6,3,1,2,1,2,2,6,4,5,4,5,7,5,9,2,2,2,2,3,NA
785,2020,2,48,11,3,0,5,50,4,1,7,1,1,1,6,7,2,1,2,1,2,1,6,6,6,5,5,7,5,10,2,2,2,2,3,NA
786,2017,2,33,11,9,NA,7,2,2,2,6,2,1,1,3,6,3,1,2,2,2,1,6,5,5,3,4,6,4,10,NA,NA,NA,NA,1,2
786,2019,2,35,11,10,1,7,54,2,3,4,3,3,3,5,5,5,3,1,1,2,1,4,6,4,4,4,5,5,10,2,2,2,2,2,NA
786,2020,2,36,11,10,1,7,55,1,2,5,3,2,2,4,6,7,3,1,2,2,2,7,7,6,7,5,7,6,8,2,2,2,1,2,NA
789,2017,2,39,9,10,NA,2,3,2,1,7,7,1,1,7,7,6,1,2,2,2,1,3,5,6,6,6,6,10,8,NA,NA,NA,NA,2,3
789,2018,2,40,9,9,1,3,5,2,1,6,2,1,1,7,7,1,1,2,1,2,1,6,3,6,4,5,6,9,6,2,1,1,1,2,3
789,2019,2,41,9,9,1,2,1,2,2,6,2,2,1,6,6,1,1,1,1,2,1,4,4,3,3,2,5,10,7,1,1,1,1,2,NA
789,2020,2,42,9,10,1,3,1,2,3,5,2,3,2,6,5,4,1,1,1,2,1,5,2,3,4,4,6,10,6,2,2,2,2,2,NA
790,2017,2,35,4,99,NA,5,4,4,4,5,3,4,4,4,7,6,3,2,2,2,1,6,5,5,4,4,7,0,7,NA,NA,NA,NA,4,56
790,2018,2,36,4,2,1,6,4,2,1,7,1,1,1,7,7,3,1,2,2,2,2,4,5,6,3,1,6,0,3,2,2,2,1,4,54
790,2019,2,37,4,99,1,6,54,2,1,5,3,1,2,5,5,3,1,2,2,2,2,6,4,6,1,4,6,0,5,2,2,2,1,4,NA
790,2020,2,38,4,3,1,6,55,2,3,5,5,3,3,5,6,4,4,2,2,2,2,4,3,6,4,3,7,2,7,2,2,2,2,4,NA
792,2017,1,41,10,8,NA,5,4,1,4,5,3,3,4,4,5,5,4,2,2,1,1,5,5,5,5,5,5,8,7,NA,NA,NA,NA,2,4
792,2018,1,42,10,7,1,5,4,2,4,2,4,4,4,4,5,4,4,2,2,2,2,5,4,4,6,4,4,5,5,2,2,1,1,2,4
792,2019,1,43,11,7,1,4,4,2,3,4,3,4,3,4,5,3,5,2,2,1,2,4,4,4,5,3,4,7,7,2,2,1,1,3,NA
792,2020,1,44,10,8,0,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,5,4,4,5,5,4,1,1,2,2,2,2,2,NA
800,2017,1,48,5,8,NA,6,4,2,5,3,3,5,3,3,3,5,4,2,2,2,1,5,5,5,4,5,4,3,7,NA,NA,NA,NA,2,4
800,2018,1,49,5,9,1,6,4,2,5,3,4,4,5,3,3,5,4,2,2,1,1,5,4,3,3,7,7,3,8,2,2,2,2,2,4
800,2019,1,50,5,99,1,6,4,2,5,5,3,5,4,1,1,6,4,2,2,1,1,5,2,1,3,2,6,3,5,2,2,2,1,2,NA
800,2020,1,51,5,5,1,6,55,2,6,2,3,3,4,2,2,6,4,2,2,2,1,5,6,6,6,6,5,5,6,2,2,2,1,2,NA
802,2017,2,37,8,6,NA,5,54,3,2,5,4,3,3,5,5,2,4,2,2,2,1,5,4,5,3,4,6,2,8,NA,NA,NA,NA,4,54
802,2018,2,37,8,5,1,5,54,3,3,6,3,1,2,5,5,4,2,2,2,1,1,7,4,4,5,6,5,5,6,2,2,2,1,2,54
802,2019,2,39,8,3,1,5,54,3,1,7,2,1,1,7,7,1,1,2,2,2,1,6,5,5,2,5,7,1,10,2,2,2,1,2,NA
802,2020,2,39,8,5,1,5,52,3,2,6,2,2,2,6,6,3,2,2,2,2,1,5,4,6,3,5,6,2,8,2,2,2,2,4,NA
804,2017,2,49,10,99,NA,5,54,2,2,5,2,3,3,5,5,1,2,2,2,2,2,7,4,7,7,7,6,6,5,NA,NA,NA,NA,3,3
804,2018,2,50,10,99,1,4,54,2,2,5,2,2,2,5,5,2,2,2,2,2,2,7,4,7,7,7,7,7,1,2,2,2,1,3,3
804,2019,2,51,10,99,1,4,3,2,4,6,6,2,7,4,3,3,2,2,2,2,1,7,5,7,7,7,5,8,3,2,2,2,2,2,NA
804,2020,2,52,10,9,0,4,3,2,1,6,4,1,1,7,6,5,2,2,2,2,2,7,3,2,5,7,7,8,3,2,2,2,1,3,NA
805,2017,2,34,9,6,NA,5,3,3,4,3,4,3,3,4,5,3,5,2,1,2,2,5,4,5,3,6,5,7,7,NA,NA,NA,NA,3,NA
805,2018,2,35,8,10,1,7,4,2,3,3,3,2,2,4,3,3,3,1,1,2,1,2,2,3,4,3,2,8,7,1,1,1,1,5,2
805,2019,2,36,5,5,1,8,1,3,7,7,1,1,1,7,7,5,1,1,1,2,1,3,4,4,5,3,5,8,2,2,1,1,2,4,NA
805,2020,2,37,9,9,1,4,7,3,1,1,2,2,1,7,6,2,1,1,1,2,1,6,4,5,3,5,6,5,7,1,2,1,1,4,NA
807,2017,1,28,10,9,NA,7,4,2,5,5,3,5,5,3,3,5,5,2,2,2,2,6,3,6,3,3,5,4,6,NA,NA,NA,NA,2,4
810,2017,1,38,9,8,NA,8,2,1,5,5,5,1,5,5,5,4,5,2,2,2,2,6,6,6,6,6,6,7,9,NA,NA,NA,NA,3,1
810,2018,1,39,9,9,1,7,4,2,4,5,5,1,1,5,4,5,5,2,2,2,1,5,5,5,1,1,5,8,9,2,2,2,2,2,2
810,2019,1,40,9,7,1,7,2,2,2,5,3,1,3,4,5,4,2,2,2,2,2,5,5,4,5,3,6,4,7,2,2,2,2,3,NA
810,2020,1,41,9,8,1,8,2,1,6,6,6,3,6,3,2,6,3,2,2,2,2,6,6,5,3,3,6,6,8,2,2,2,2,3,NA
812,2017,2,22,4,4,NA,5,1,3,4,4,4,4,4,5,3,4,4,2,2,2,1,4,4,4,3,3,4,6,6,NA,NA,NA,NA,4,1
812,2018,2,23,4,5,1,4,1,3,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,3,3,1,1,2,2,4,NA
812,2019,2,24,4,3,1,3,54,3,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,3,3,1,2,2,2,2,NA
812,2020,2,25,4,99,1,5,51,3,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,5,4,5,5,5,2,2,2,1,3,NA
820,2017,1,39,5,7,NA,4,54,3,3,6,2,2,5,5,6,3,2,2,2,1,2,7,5,6,7,6,6,5,3,NA,NA,NA,NA,1,1
820,2018,1,40,5,7,0,5,1,3,1,6,5,2,2,5,6,5,1,2,2,1,2,7,5,2,7,7,7,7,8,2,2,2,1,1,1
820,2019,1,41,4,8,0,4,1,3,2,3,7,2,5,5,6,5,5,2,2,2,2,6,5,6,7,7,7,8,8,2,2,2,2,1,NA
820,2020,1,42,5,8,0,5,1,3,6,6,3,6,5,5,3,6,5,2,2,2,1,5,5,6,5,6,5,5,8,2,2,2,2,3,NA
824,2017,1,33,8,9,NA,2,3,2,3,6,1,2,3,5,5,7,2,1,1,2,1,2,4,2,3,2,1,7,2,NA,NA,NA,NA,5,3
824,2018,1,34,8,8,0,4,3,2,2,6,1,2,2,7,7,2,2,1,1,2,1,7,4,5,5,6,7,8,2,2,1,1,2,4,3
824,2019,1,35,8,6,0,3,3,2,3,3,2,2,2,6,6,3,2,1,1,2,1,7,3,6,5,7,7,8,2,2,1,2,1,4,NA
825,2018,2,36,4,6,0,2,5,1,1,7,1,1,1,7,7,3,1,1,1,2,1,7,4,2,6,7,7,2,0,1,2,2,1,5,5
825,2019,2,37,4,8,0,2,3,3,1,7,1,1,1,6,6,2,1,1,1,2,1,7,5,6,6,7,7,7,7,2,2,2,1,5,NA
825,2020,2,38,2,8,0,2,3,2,4,4,4,4,4,4,4,4,4,2,1,2,1,6,4,5,5,5,5,8,7,2,2,1,1,4,NA
827,2017,1,35,4,8,NA,5,54,2,6,1,6,6,7,2,4,7,4,2,2,2,2,5,6,2,4,7,7,0,10,NA,NA,NA,NA,2,NA
827,2019,1,37,4,8,1,6,23,1,7,1,7,7,7,1,2,7,7,2,2,2,1,5,7,6,2,3,7,0,10,2,2,2,2,2,NA
827,2020,1,39,4,4,1,6,23,2,6,1,5,7,6,1,1,6,7,2,2,2,2,2,3,6,2,6,7,0,10,2,2,2,2,2,NA
829,2018,2,41,3,2,0,5,52,3,3,5,3,2,3,5,4,4,4,2,2,2,1,7,5,4,3,7,7,7,7,1,2,2,1,4,NA
829,2020,2,43,3,3,1,5,55,3,3,5,1,1,2,6,5,5,2,2,2,2,2,4,5,6,5,6,7,7,7,2,2,2,1,1,NA
831,2017,1,35,11,12,NA,4,4,1,1,5,2,1,1,3,5,3,4,1,2,2,1,5,3,5,6,5,7,5,8,NA,NA,NA,NA,2,4
831,2018,1,36,11,12,1,5,4,1,1,4,4,2,2,4,5,5,2,2,2,2,2,5,2,5,6,5,6,6,7,2,2,2,1,2,4
831,2019,1,37,11,12,1,4,4,2,2,2,6,3,4,3,6,5,2,2,2,2,2,3,2,6,5,5,6,7,8,2,2,2,2,2,NA
831,2020,1,38,11,12,1,5,55,1,2,7,4,3,4,5,6,2,3,2,2,2,2,4,6,4,5,6,7,8,6,2,2,2,2,2,NA
832,2017,1,41,8,4,NA,2,4,2,1,7,1,1,1,7,7,1,1,2,2,2,2,7,7,6,7,7,6,8,5,NA,NA,NA,NA,1,3
832,2018,1,42,8,7,0,1,3,2,2,6,2,1,2,7,2,2,2,2,2,2,1,7,6,7,7,7,7,6,2,1,1,1,1,2,3
832,2019,1,43,8,7,0,2,1,2,2,6,2,5,3,6,6,2,2,2,2,2,1,7,6,6,6,6,7,8,5,1,1,1,1,3,NA
832,2020,1,44,5,5,0,2,1,2,2,6,1,3,1,6,7,5,1,2,1,2,2,7,2,6,5,6,6,10,3,2,1,2,1,3,NA
833,2017,1,46,9,7,NA,3,18,2,2,5,2,2,2,6,5,2,2,2,1,2,1,5,5,5,5,5,5,8,2,NA,NA,NA,NA,4,56
833,2018,1,47,9,7,1,3,52,2,2,5,1,2,3,6,6,3,2,1,1,2,2,5,6,6,4,6,5,9,3,2,2,2,2,4,5
833,2019,1,48,9,6,1,4,1,3,2,6,1,1,1,6,6,2,1,1,1,2,1,5,5,6,5,5,5,8,2,2,1,1,1,4,NA
833,2020,1,49,9,6,1,3,1,3,2,5,2,3,3,5,5,3,2,2,1,2,1,5,4,6,4,4,5,7,2,2,2,2,1,4,NA
834,2018,1,47,10,99,1,2,7,1,1,6,4,3,1,5,6,6,1,2,2,2,2,6,6,4,4,4,6,10,10,2,2,2,1,5,7
836,2018,2,37,3,12,1,5,54,2,1,7,4,1,1,4,5,4,1,2,2,1,2,7,4,7,7,7,7,10,10,2,2,2,2,2,2
836,2020,2,39,3,8,1,5,52,3,4,7,4,1,1,1,7,7,1,2,2,1,2,7,6,7,7,7,7,5,10,2,2,2,1,1,NA
837,2017,2,47,5,7,NA,3,1,4,2,6,3,2,4,5,7,1,2,2,2,2,1,7,4,7,7,7,7,3,9,NA,NA,NA,NA,1,3
837,2018,2,48,5,9,1,2,1,3,1,6,2,1,1,7,7,2,1,2,1,2,1,6,4,4,2,5,1,5,8,1,1,2,1,1,3
837,2019,2,49,5,7,1,2,1,3,1,6,1,1,1,7,7,5,1,2,2,2,1,6,2,7,3,3,7,5,9,2,1,2,1,1,NA
837,2020,2,50,5,5,1,2,3,4,2,5,2,1,2,5,5,4,2,2,2,2,1,3,4,3,7,7,7,6,9,2,2,2,2,1,NA
838,2017,2,43,5,7,NA,4,4,2,1,7,1,1,1,5,7,4,1,2,2,2,2,5,4,6,3,3,6,7,10,NA,NA,NA,NA,2,4
838,2020,2,46,5,9,1,3,1,2,1,5,1,2,3,5,6,4,3,2,2,2,1,5,4,4,3,2,5,8,8,2,2,2,1,2,NA
841,2018,2,48,3,2,1,5,54,3,3,7,3,3,3,7,5,5,3,2,2,2,2,5,4,4,4,5,6,4,5,1,2,1,1,1,NA
841,2019,2,49,3,6,1,5,54,3,4,4,4,4,4,4,4,4,4,2,2,2,2,6,5,5,4,5,6,2,7,2,2,2,2,1,NA
841,2020,2,50,3,4,1,5,55,3,4,5,3,3,3,4,5,3,4,1,2,2,1,6,4,7,7,7,6,5,8,2,2,2,1,4,NA
844,2017,1,44,7,6,NA,0,3,2,2,6,2,5,3,6,6,6,2,2,2,2,1,7,5,5,4,5,7,9,8,NA,NA,NA,NA,1,3
844,2018,1,45,7,4,1,2,5,2,2,7,1,2,3,6,6,1,1,2,1,2,1,7,6,6,6,7,6,10,10,2,1,1,1,2,5
844,2019,1,46,7,8,1,1,3,2,2,6,1,3,3,6,6,5,1,2,2,2,2,7,5,6,5,6,7,10,10,2,2,2,1,5,NA
846,2017,2,48,3,6,NA,7,4,3,3,5,2,4,3,2,6,3,3,1,2,2,1,2,2,2,2,2,7,3,8,NA,NA,NA,NA,2,NA
846,2018,2,49,7,9,1,8,4,2,2,6,2,2,2,6,6,5,2,1,2,2,1,2,2,6,5,2,7,2,10,2,2,1,1,2,4
846,2019,2,50,7,11,1,8,4,2,3,4,3,3,3,5,5,3,2,2,2,2,1,3,5,5,2,3,6,3,8,2,2,2,2,2,NA
846,2020,2,51,6,11,1,8,23,2,5,3,3,5,5,3,3,4,3,1,1,2,1,3,5,4,1,2,7,6,8,2,2,2,1,1,NA
847,2017,2,27,10,6,NA,2,1,2,1,7,1,1,1,7,7,1,1,2,2,1,2,7,7,7,7,7,7,7,0,NA,NA,NA,NA,5,3
847,2018,2,28,9,6,0,2,1,2,1,7,1,1,1,6,7,4,1,2,2,1,2,7,7,7,7,7,7,5,5,2,2,1,1,5,3
848,2017,1,35,9,9,NA,5,4,3,4,4,4,4,4,5,4,4,3,2,2,2,1,5,5,4,6,5,5,5,5,NA,NA,NA,NA,3,4
848,2018,1,36,9,8,1,5,4,3,3,5,4,4,5,7,6,6,3,2,2,2,1,7,4,5,7,5,5,4,5,2,2,2,1,3,4
848,2019,1,37,9,9,1,5,1,3,3,5,4,4,4,7,7,4,3,2,2,2,1,6,4,6,5,6,5,5,5,2,2,2,1,2,NA
848,2020,1,38,9,7,0,5,50,3,2,4,4,4,4,6,4,4,1,1,2,2,1,7,4,7,7,7,7,5,5,2,2,2,2,2,NA
849,2017,2,41,3,99,NA,5,4,3,3,6,4,3,3,6,7,5,4,2,2,2,1,5,4,5,5,3,7,1,7,NA,NA,NA,NA,2,4
849,2018,2,42,3,99,1,5,54,3,2,7,4,1,2,6,5,3,6,1,2,2,1,6,4,4,6,6,7,5,10,2,2,2,2,2,NA
849,2019,2,43,4,99,1,5,4,3,1,6,1,2,1,7,7,2,3,1,2,2,1,7,5,5,3,6,7,0,2,2,2,2,2,1,NA
849,2020,2,44,3,5,1,5,4,3,1,7,6,1,3,7,5,5,2,1,2,2,1,7,4,4,6,3,7,1,10,2,2,2,2,2,NA
852,2017,2,43,9,8,NA,5,4,4,6,7,3,3,3,5,5,5,4,2,2,2,1,6,4,7,7,7,7,5,8,NA,NA,NA,NA,3,4
852,2019,2,45,8,10,1,5,4,3,2,6,2,2,1,7,7,4,2,1,2,2,1,5,6,5,5,6,6,5,5,2,2,2,2,3,NA
852,2020,2,46,9,8,1,6,23,3,6,3,6,2,5,3,7,7,6,1,2,2,1,7,7,7,7,7,7,8,8,2,2,2,2,4,NA
854,2017,1,37,9,6,NA,4,3,2,1,5,2,3,3,6,7,3,1,2,2,2,2,5,3,6,6,6,6,1,4,NA,NA,NA,NA,2,3
854,2018,1,38,9,7,0,6,4,2,1,5,1,3,4,6,7,5,3,2,2,2,1,5,4,6,6,6,6,0,2,2,2,2,1,2,3
854,2019,1,39,9,7,0,6,1,2,2,5,2,5,3,6,7,3,1,2,2,1,2,6,2,6,6,4,7,8,6,2,2,2,2,2,NA
854,2020,1,40,9,4,0,6,1,2,1,6,5,3,2,5,5,3,1,2,2,2,2,5,2,5,6,6,5,8,6,2,2,2,2,2,NA
855,2017,2,37,7,5,NA,3,54,3,3,5,2,3,3,5,5,3,2,2,2,2,2,6,4,4,5,5,7,4,8,NA,NA,NA,NA,1,1
855,2018,2,38,7,6,0,3,54,3,2,6,3,3,2,6,5,4,4,2,2,1,2,6,4,6,5,5,7,4,8,2,2,2,1,1,1
855,2019,2,39,7,5,0,2,54,3,3,4,3,2,3,5,4,4,3,2,2,2,2,5,4,4,4,5,7,2,8,2,2,2,1,1,NA
855,2020,2,40,7,4,0,3,1,3,2,5,3,2,3,5,6,3,3,2,2,2,1,6,4,6,4,5,6,3,7,2,2,2,1,1,NA
857,2017,2,44,3,3,NA,7,2,1,2,3,7,5,3,4,2,2,5,2,2,2,1,1,2,6,3,3,3,9,8,NA,NA,NA,NA,2,2
857,2018,2,45,3,4,1,10,1,1,6,3,6,5,6,6,6,6,6,2,2,2,2,6,4,6,5,5,3,10,10,1,1,1,1,5,NA
858,2017,2,46,5,99,NA,5,54,4,3,7,4,3,3,4,7,4,1,2,2,2,1,7,7,7,1,7,7,5,5,NA,NA,NA,NA,4,56
858,2018,2,46,8,99,1,5,54,4,3,4,4,3,3,5,5,3,3,2,2,2,1,7,5,4,5,7,7,5,5,2,2,2,2,3,NA
858,2019,2,48,5,99,1,5,54,3,2,4,1,4,2,5,6,7,4,2,2,2,1,7,2,2,1,7,7,5,5,2,2,2,1,3,NA
858,2020,2,48,8,1,1,5,55,4,4,3,4,4,3,3,4,4,4,2,2,2,2,7,4,7,4,7,7,5,5,2,2,2,2,3,NA
859,2017,2,48,4,99,NA,5,54,3,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,5,5,NA,NA,NA,NA,4,NA
859,2018,2,49,4,99,1,5,54,3,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,7,6,1,1,2,2,5,NA
859,2019,2,50,4,99,1,5,54,3,1,1,4,1,4,3,7,7,1,2,1,1,1,7,7,7,7,7,7,8,5,2,2,2,2,2,NA
859,2020,2,51,4,4,1,4,55,3,4,4,4,4,4,4,4,4,4,2,2,2,1,3,3,3,3,3,3,5,5,2,2,2,2,2,NA
860,2017,2,48,4,99,NA,4,1,3,7,7,3,1,1,5,7,1,4,2,2,2,1,7,4,6,4,5,7,5,5,NA,NA,NA,NA,1,NA
860,2018,2,49,5,99,1,5,54,3,1,7,1,2,1,6,6,1,3,2,2,1,2,7,7,5,6,6,7,8,2,2,2,2,2,4,3
860,2019,2,50,5,99,1,5,3,4,1,7,4,1,1,6,6,2,3,2,2,2,1,6,3,3,6,6,7,3,8,2,2,1,1,1,NA
860,2020,2,51,5,6,1,5,1,4,1,6,5,2,1,6,6,4,3,1,2,2,2,7,6,7,7,5,5,5,5,2,2,2,2,4,NA
862,2017,1,35,10,99,NA,2,7,2,1,3,1,3,2,6,6,2,2,1,1,2,1,6,7,6,4,5,7,7,7,NA,NA,NA,NA,5,7
862,2019,1,37,9,99,1,3,7,2,6,5,1,2,1,6,5,5,1,1,1,2,1,5,3,4,6,6,7,6,3,2,1,2,2,5,NA
864,2017,2,40,10,8,NA,6,4,2,3,4,4,3,5,3,4,5,3,2,2,2,2,5,2,3,5,4,4,3,8,NA,NA,NA,NA,2,4
864,2018,2,41,10,7,1,6,54,2,3,4,3,5,5,4,5,5,6,2,2,2,2,5,4,6,5,5,6,4,7,2,2,2,1,2,2
864,2019,2,42,10,8,1,4,3,2,5,5,5,5,3,3,4,5,5,2,2,1,2,5,3,5,5,2,6,6,8,2,2,2,1,2,NA
864,2020,2,43,10,7,1,6,55,2,5,3,3,4,3,3,3,4,5,2,1,2,2,6,5,4,4,5,6,4,8,2,2,1,1,2,NA
867,2017,1,34,11,7,NA,2,53,2,2,5,2,2,2,5,5,2,2,2,1,2,1,5,4,5,4,4,5,9,7,NA,NA,NA,NA,1,NA
867,2018,1,35,11,6,1,2,54,2,3,5,5,2,3,5,6,3,3,2,1,2,1,5,2,5,4,4,6,9,5,2,2,2,1,3,NA
867,2019,1,36,11,5,1,3,54,2,3,4,2,3,3,5,5,3,3,2,2,2,2,4,5,5,5,4,6,8,6,2,2,2,1,3,NA
867,2020,1,37,11,9,1,3,55,2,3,4,2,2,4,5,4,3,3,2,1,2,1,5,3,6,5,5,6,8,4,2,2,2,2,3,NA
869,2017,1,44,8,99,NA,5,3,2,3,3,3,3,3,4,5,5,3,2,1,2,1,7,7,4,3,6,7,1,10,NA,NA,NA,NA,1,56
872,2018,1,43,7,99,1,5,1,2,2,7,1,2,3,7,6,6,2,2,2,2,2,7,4,6,4,2,7,10,2,2,2,2,1,2,1
872,2019,1,44,5,99,1,4,1,2,7,7,4,1,1,7,7,1,1,1,2,2,1,7,7,5,4,3,5,10,0,2,2,2,1,3,NA
872,2020,1,45,6,1,1,2,1,2,2,7,3,1,1,7,6,3,1,2,1,2,1,3,5,4,4,2,3,10,0,2,2,2,1,3,NA
874,2017,1,31,6,5,NA,6,6,1,7,1,7,1,1,1,7,7,7,2,1,2,1,6,1,4,7,3,7,2,10,NA,NA,NA,NA,4,6
874,2018,1,32,6,6,0,6,6,1,7,1,7,1,1,1,1,7,7,1,1,2,1,4,1,6,6,4,7,2,10,2,2,2,1,4,6
874,2019,1,33,8,6,0,5,6,1,7,1,7,7,1,1,1,7,7,2,1,2,1,6,1,7,7,6,7,5,10,2,2,2,1,4,NA
874,2020,1,34,8,6,0,5,6,1,1,1,7,1,7,7,7,7,7,1,1,2,1,5,1,7,7,6,7,2,10,2,2,2,1,4,NA
877,2020,1,38,3,9,0,1,3,2,1,7,1,1,2,7,7,7,1,1,1,2,1,5,6,6,4,7,5,8,2,2,2,1,1,4,NA
879,2018,2,43,8,6,1,3,1,3,2,6,3,2,1,6,6,3,2,2,2,1,1,6,4,6,5,5,7,3,6,2,2,2,2,1,1
879,2019,2,44,8,5,0,4,1,3,2,6,2,2,2,5,6,5,5,2,2,1,1,6,3,5,2,6,6,1,7,2,2,2,2,1,NA
879,2020,2,45,8,5,1,4,1,3,1,7,2,2,1,5,6,5,2,2,2,2,1,6,2,3,5,3,6,3,8,2,2,2,1,3,NA
880,2020,1,32,11,12,1,4,27,2,3,4,2,1,4,2,2,3,3,2,1,2,1,6,3,5,6,5,5,6,3,2,2,2,1,4,NA
881,2017,2,30,5,10,NA,4,3,3,3,5,1,5,4,4,5,3,3,2,1,2,1,5,5,5,2,3,7,5,5,NA,NA,NA,NA,5,56
881,2018,2,31,5,8,1,4,7,3,2,7,1,2,2,7,6,5,1,2,1,2,1,4,5,7,2,4,7,9,5,2,2,2,1,4,54
881,2019,2,32,8,10,0,4,3,3,1,5,1,1,3,6,6,4,2,2,2,2,1,4,4,6,6,3,7,6,4,2,2,2,2,4,NA
881,2020,2,33,5,8,0,3,25,3,2,5,1,1,2,6,6,5,3,1,1,2,1,5,4,6,2,2,5,8,5,2,2,2,2,4,NA
883,2018,1,37,9,9,1,1,53,1,1,5,1,2,2,6,6,4,1,1,1,2,2,7,5,5,4,6,7,8,3,2,2,1,1,5,3
883,2019,1,38,9,9,1,1,22,1,1,5,2,2,1,5,5,3,1,2,1,2,2,6,3,5,6,6,5,10,5,1,1,1,1,5,NA
883,2020,1,39,9,8,1,2,22,1,1,6,2,1,1,6,7,2,1,2,1,2,1,6,2,4,4,6,4,8,3,2,2,1,1,5,NA
884,2017,1,32,11,99,NA,3,1,2,1,5,1,2,2,6,6,2,2,2,1,2,2,7,7,7,7,7,7,0,10,NA,NA,NA,NA,2,1
884,2018,1,33,11,99,1,2,1,2,1,4,2,2,2,5,6,2,1,2,2,1,2,6,6,7,6,7,6,7,7,2,2,2,1,2,1
884,2019,1,34,11,99,0,3,1,2,3,4,2,2,1,5,6,6,1,2,2,2,1,7,6,6,6,6,7,7,7,1,1,2,1,2,NA
884,2020,1,35,11,8,1,4,50,1,2,4,2,3,3,4,6,2,1,2,2,1,2,5,7,6,6,7,5,10,10,2,2,2,1,2,NA
885,2017,2,41,4,99,NA,5,52,3,2,5,3,2,3,5,5,2,2,2,2,2,1,6,4,5,7,6,7,5,5,NA,NA,NA,NA,1,NA
885,2019,2,43,8,99,0,4,53,3,2,4,4,3,3,4,5,5,3,2,2,2,1,6,4,6,5,6,6,5,5,2,2,2,2,2,NA
885,2020,2,44,8,5,0,5,53,3,3,5,4,2,3,5,5,5,3,2,1,2,1,4,4,2,4,2,1,9,6,2,2,2,2,1,NA
886,2017,1,45,4,7,NA,5,52,4,2,2,2,4,5,4,2,2,2,2,2,1,2,7,1,7,5,7,7,1,5,NA,NA,NA,NA,1,NA
890,2017,1,31,11,8,NA,5,2,3,3,4,3,3,3,4,3,3,4,2,1,2,2,4,4,4,3,3,3,5,5,NA,NA,NA,NA,5,4
890,2020,1,34,11,10,1,5,52,3,4,4,4,4,4,4,4,4,4,2,1,2,2,7,5,3,4,5,5,7,7,2,2,2,2,3,NA
892,2017,2,49,3,10,NA,5,54,2,5,5,5,5,4,4,5,3,3,1,1,2,1,5,4,4,4,4,4,2,8,NA,NA,NA,NA,1,3
892,2018,2,50,4,6,0,5,54,2,6,2,4,2,6,2,3,4,5,2,1,2,1,4,7,4,4,6,5,3,6,2,2,2,1,1,3
892,2019,2,51,3,10,0,5,54,2,5,4,4,4,6,4,4,6,4,1,1,2,1,4,4,4,4,4,4,5,7,2,2,2,1,1,NA
892,2020,2,52,3,10,0,5,1,2,4,4,4,4,4,4,4,4,4,1,1,2,1,4,5,4,4,4,4,5,5,2,2,2,2,1,NA
893,2017,1,46,8,6,NA,2,1,3,4,5,5,5,3,4,3,4,3,2,2,2,1,6,4,4,3,3,6,7,8,NA,NA,NA,NA,4,1
893,2018,1,47,8,99,1,3,1,3,5,3,5,5,5,3,3,5,4,2,2,1,1,2,4,3,3,2,2,5,5,2,2,2,2,4,1
893,2019,1,48,8,6,1,2,3,3,6,4,6,6,5,2,2,4,6,2,1,1,1,6,5,4,2,6,4,6,8,2,2,2,1,4,NA
893,2020,1,49,8,6,1,2,3,2,4,3,6,5,3,5,6,4,4,2,1,2,2,5,4,4,2,5,6,7,8,2,2,2,1,4,NA
